"Year","Date","Primary.Type","Location.Description","DISTRICT","Latitude","Longitude","Location","near_bar","near_bar_name","bar_lat","bar_lng","DISTRICT.NAME","distance_range","time","time_cate"
2023,"07/21/2023 01:00:00 AM","CRIMINAL DAMAGE","STREET","3",41.78325678,-87.609642876,"(41.78325678, -87.609642876)",378.004510697972,"INFLATION LOUNGE",41.780201228,-87.611645259,"Grand Crossing","300~400",2024-04-22 01:00:00,"nighttime"
2023,"06/16/2023 05:31:00 PM","ASSAULT","STREET","3",41.759871639,-87.564284694,"(41.759871639, -87.564284694)",495.259820493196,"TROPICAL DEN",41.764325373,-87.564575194,"Grand Crossing","400~500",2024-04-22 17:31:00,"daytime"
2023,"06/09/2023 12:00:00 AM","CRIMINAL DAMAGE","STREET","2",41.807314691,-87.601654864,"(41.807314691, -87.601654864)",582.647794938939,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","500~1000",2024-04-22,"nighttime"
2023,"08/15/2023 02:10:00 PM","ASSAULT","STREET","5",41.692833841,-87.60431945,"(41.692833841, -87.60431945)",510.286096631874,"PULLMAN'S PUB",41.689064775,-87.607824578,"Calumet","500~1000",2024-04-22 14:10:00,"daytime"
2023,"04/14/2023 03:08:00 PM","CRIMINAL DAMAGE","SIDEWALK","1",41.848852556,-87.62540568,"(41.848852556, -87.62540568)",144.713464340713,"ROADSIDE ALL IN ONE",41.848085749,-87.626814476,"Central","100~200",2024-04-22 15:08:00,"daytime"
2023,"07/23/2023 03:55:00 AM","ROBBERY","STREET","3",41.779492755,-87.605912536,"(41.779492755, -87.605912536)",483.046506482225,"INFLATION LOUNGE",41.780201228,-87.611645259,"Grand Crossing","400~500",2024-04-22 03:55:00,"nighttime"
2023,"07/29/2023 04:30:00 PM","BATTERY","STREET","4",41.7548025,-87.558503315,"(41.7548025, -87.558503315)",522.340008650158,"BERNICE'S TWILIGHT ZONE",41.752012386,-87.553447616,"South Chicago","500~1000",2024-04-22 16:30:00,"daytime"
2023,"08/19/2023 11:00:00 AM","CRIMINAL DAMAGE","STREET","4",41.716777331,-87.532870347,"(41.716777331, -87.532870347)",211.982140799019,"T'S VENDING",41.717651427,-87.535134848,"South Chicago","200~300",2024-04-22 11:00:00,"daytime"
2023,"07/26/2023 04:46:00 PM","BATTERY","STREET","5",41.692742497,-87.612899161,"(41.692742497, -87.612899161)",127.113201405526,"EXCALIBUR CLUB",41.692648793,-87.611377369,"Calumet","100~200",2024-04-22 16:46:00,"daytime"
2023,"04/26/2023 06:20:00 PM","SEX OFFENSE","SIDEWALK","1",41.885348348,-87.633919478,"(41.885348348, -87.633919478)",34.4075321397806,"MONK'S PUB",41.885618495,-87.634122358,"Central","20~40",2024-04-22 18:20:00,"nighttime"
2023,"05/03/2023 05:40:00 PM","BATTERY","STREET","2",41.799197912,-87.587271736,"(41.799197912, -87.587271736)",83.8096452210051,"THE FALCON",41.799469658,-87.586330988,"Wentworth","80~100",2024-04-22 17:40:00,"daytime"
2023,"07/23/2023 06:00:00 PM","ASSAULT","STREET","3",41.759995052,-87.570033958,"(41.759995052, -87.570033958)",661.354373954447,"TROPICAL DEN",41.764325373,-87.564575194,"Grand Crossing","500~1000",2024-04-22 18:00:00,"daytime"
2023,"05/30/2023 08:00:00 AM","CRIMINAL DAMAGE","STREET","2",41.803675343,-87.60158624,"(41.803675343, -87.60158624)",846.252614464728,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","500~1000",2024-04-22 08:00:00,"daytime"
2023,"07/25/2023 01:17:00 AM","CRIMINAL DAMAGE","STREET","1",41.884425063,-87.619008853,"(41.884425063, -87.619008853)",331.291246652754,"COLUMBIA YACHT CLUB",41.883065623,-87.615456134,"Central","300~400",2024-04-22 01:17:00,"nighttime"
2023,"04/19/2023 12:20:00 PM","CRIMINAL DAMAGE","STREET","5",41.699017324,-87.613543174,"(41.699017324, -87.613543174)",617.144020081661,"MY FRIEND'S PLACE",41.697597206,-87.620710891,"Calumet","500~1000",2024-04-22 12:20:00,"daytime"
2023,"08/19/2023 09:20:00 AM","ROBBERY","STREET","3",41.762087314,-87.613575471,"(41.762087314, -87.613575471)",388.882856305297,"PARK MANOR LOUNGE",41.765394615,-87.615110454,"Grand Crossing","300~400",2024-04-22 09:20:00,"daytime"
2023,"07/24/2023 09:09:00 PM","BATTERY","STREET","1",41.852861719,-87.624484216,"(41.852861719, -87.624484216)",13.1536570537496,"VELVET LOUNGE",41.852751616,-87.624425882,"Central","0~20",2024-04-22 21:09:00,"nighttime"
2023,"05/13/2023 12:10:00 PM","ROBBERY","STREET","4",41.729450838,-87.551242941,"(41.729450838, -87.551242941)",125.729143523068,"CENTRAL  LIQUORS",41.728365695,-87.550812664,"South Chicago","100~200",2024-04-22 12:10:00,"daytime"
2023,"07/17/2023 05:50:00 PM","ASSAULT","SIDEWALK","4",41.651431329,-87.527258234,"(41.651431329, -87.527258234)",839.225185348431,"UNCLE BOBBY'S",41.651932335,-87.537310669,"South Chicago","500~1000",2024-04-22 17:50:00,"daytime"
2023,"04/17/2023 07:20:00 PM","ASSAULT","STREET","4",41.736720116,-87.552799842,"(41.736720116, -87.552799842)",154.532915957408,"AL'S LOW LIQUOR",41.737527785,-87.551287296,"South Chicago","100~200",2024-04-22 19:20:00,"nighttime"
2023,"08/22/2023 06:15:00 PM","ROBBERY","SIDEWALK","4",41.751438412,-87.552889084,"(41.751438412, -87.552889084)",78.8803622726992,"BERNICE'S TWILIGHT ZONE",41.752012386,-87.553447616,"South Chicago","60~80",2024-04-22 18:15:00,"nighttime"
2023,"07/24/2023 12:40:00 PM","CRIMINAL DAMAGE","STREET","1",41.880443372,-87.624355722,"(41.880443372, -87.624355722)",228.676084983153,"2 TWENTY 2 TAVERN",41.878949977,-87.626252117,"Central","200~300",2024-04-22 12:40:00,"daytime"
2023,"04/26/2023 09:50:00 AM","ROBBERY","STREET","5",41.712456039,-87.620106677,"(41.712456039, -87.620106677)",698.236114430783,"MIKE'S LOUNGE",41.70755755,-87.614848221,"Calumet","500~1000",2024-04-22 09:50:00,"daytime"
2023,"04/30/2023 11:00:00 AM","ROBBERY","ALLEY","4",41.758263978,-87.562720554,"(41.758263978, -87.562720554)",690.6715677965,"TROPICAL DEN",41.764325373,-87.564575194,"South Chicago","500~1000",2024-04-22 11:00:00,"daytime"
2023,"07/25/2023 06:30:00 PM","BATTERY","STREET","3",41.774217267,-87.589900239,"(41.774217267, -87.589900239)",649.397158146992,"RED'S NEW GENERATION",41.768967019,-87.586463266,"Grand Crossing","500~1000",2024-04-22 18:30:00,"nighttime"
2023,"07/30/2023 12:00:00 PM","CRIMINAL DAMAGE","STREET","3",41.77112875,-87.588022324,"(41.77112875, -87.588022324)",272.861136730658,"RED'S NEW GENERATION",41.768967019,-87.586463266,"Grand Crossing","200~300",2024-04-22 12:00:00,"daytime"
2023,"06/01/2023 12:01:00 AM","CRIMINAL DAMAGE","STREET","4",41.758154366,-87.593215676,"(41.758154366, -87.593215676)",472.169272179761,"LEE'S UNLEADED BLUES CLUB",41.760530165,-87.597923968,"South Chicago","400~500",2024-04-22 00:01:00,"nighttime"
2023,"04/14/2023 02:30:00 PM","CRIMINAL DAMAGE","STREET","1",41.873907817,-87.632604904,"(41.873907817, -87.632604904)",197.077005095407,"ALL STAR SEAFOOD & SPORTS",41.872780614,-87.630771512,"Central","100~200",2024-04-22 14:30:00,"daytime"
2023,"04/15/2023 01:00:00 PM","ASSAULT","STREET","4",41.701531135,-87.563987878,"(41.701531135, -87.563987878)",297.730446445011,"JUAN & TINA'S",41.702669123,-87.560749255,"South Chicago","200~300",2024-04-22 13:00:00,"daytime"
2023,"05/14/2023 12:00:00 PM","ASSAULT","STREET","5",41.693223465,-87.611700165,"(41.693223465, -87.611700165)",69.2533803079004,"EXCALIBUR CLUB",41.692648793,-87.611377369,"Calumet","60~80",2024-04-22 12:00:00,"daytime"
2023,"08/31/2023 11:58:00 PM","ROBBERY","SIDEWALK","2",41.800642079,-87.584423641,"(41.800642079, -87.584423641)",205.147529304429,"THE FALCON",41.799469658,-87.586330988,"Wentworth","200~300",2024-04-22 23:58:00,"nighttime"
2023,"06/15/2023 11:42:00 AM","CRIMINAL DAMAGE","STREET","2",41.82383737,-87.616798978,"(41.82383737, -87.616798978)",603.968907669832,"W. HIDEAWAY LOUNGE",41.827954093,-87.62154879,"Wentworth","500~1000",2024-04-22 11:42:00,"daytime"
2023,"04/12/2023 08:52:00 PM","BATTERY","ALLEY","2",41.792184007,-87.62239919,"(41.792184007, -87.62239919)",289.652503590913,"THE ODYSSEY 11 LOUNGE",41.7942922,-87.620347916,"Wentworth","200~300",2024-04-22 20:52:00,"nighttime"
2023,"08/07/2023 07:50:00 AM","ROBBERY","SIDEWALK","3",41.768863132,-87.620200698,"(41.768863132, -87.620200698)",371.462889711857,"RODNEY'S COCKTAIL LOUNGE",41.765690875,-87.621615609,"Grand Crossing","300~400",2024-04-22 07:50:00,"daytime"
2023,"05/28/2023 03:00:00 AM","ASSAULT","SIDEWALK","2",41.809508489,-87.608324092,"(41.809508489, -87.608324092)",33.4883275355382,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","20~40",2024-04-22 03:00:00,"nighttime"
2023,"07/30/2023 03:30:00 AM","ROBBERY","SIDEWALK","2",41.805546282,-87.596760102,"(41.805546282, -87.596760102)",815.301010227009,"CHECKER BOARD LOUNGE",41.801062202,-87.588992884,"Wentworth","500~1000",2024-04-22 03:30:00,"nighttime"
2023,"05/30/2023 09:05:00 PM","BATTERY","SIDEWALK","3",41.763751016,-87.622053376,"(41.763751016, -87.622053376)",218.511213452967,"RODNEY'S COCKTAIL LOUNGE",41.765690875,-87.621615609,"Grand Crossing","200~300",2024-04-22 21:05:00,"nighttime"
2023,"05/18/2023 04:59:00 PM","ASSAULT","SIDEWALK","3",41.759815406,-87.606658935,"(41.759815406, -87.606658935)",305.25756954878,"LARISTOS",41.758600061,-87.609951165,"Grand Crossing","300~400",2024-04-22 16:59:00,"daytime"
2023,"07/17/2023 04:37:00 PM","ASSAULT","STREET","2",41.806779635,-87.607723982,"(41.806779635, -87.607723982)",316.356136554144,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","300~400",2024-04-22 16:37:00,"daytime"
2023,"04/29/2023 10:00:00 AM","CRIMINAL DAMAGE","STREET","3",41.772471421,-87.58139343,"(41.772471421, -87.58139343)",573.759025084575,"RED'S NEW GENERATION",41.768967019,-87.586463266,"Grand Crossing","500~1000",2024-04-22 10:00:00,"daytime"
2023,"07/30/2023 06:00:00 PM","CRIMINAL DAMAGE","STREET","2",41.808500903,-87.616562762,"(41.808500903, -87.616562762)",171.367483913046,"RENAISSANCE BRONZEVILLE",41.810041912,-87.616461123,"Wentworth","100~200",2024-04-22 18:00:00,"daytime"
2023,"07/24/2023 01:30:00 AM","BATTERY","STREET","3",41.761792666,-87.596960153,"(41.761792666, -87.596960153)",161.514659530022,"LEE'S UNLEADED BLUES CLUB",41.760530165,-87.597923968,"Grand Crossing","100~200",2024-04-22 01:30:00,"nighttime"
2023,"06/25/2023 05:48:00 PM","ASSAULT","STREET","5",41.662612865,-87.643844864,"(41.662612865, -87.643844864)",215.777584771157,"JACK'S LOUNGE",41.662677267,-87.641255514,"Calumet","200~300",2024-04-22 17:48:00,"daytime"
2023,"08/21/2023 09:00:00 AM","CRIMINAL DAMAGE","STREET","2",41.788699253,-87.604954085,"(41.788699253, -87.604954085)",765.302071718773,"UNIVERSITY OF CHICAGO CLOISTERS CLUB",41.787921484,-87.595806262,"Wentworth","500~1000",2024-04-22 09:00:00,"daytime"
2023,"08/31/2023 11:00:00 AM","CRIMINAL DAMAGE","STREET","4",41.757946916,-87.589563944,"(41.757946916, -87.589563944)",220.010631880294,"CLUB ESCAPE",41.758864314,-87.587219247,"South Chicago","200~300",2024-04-22 11:00:00,"daytime"
2023,"08/01/2023 03:30:00 PM","CRIMINAL DAMAGE","STREET","1",41.861716671,-87.620814506,"(41.861716671, -87.620814506)",295.87702620338,"VICE DISTRICT TAPROOM",41.862573237,-87.62418878,"Central","200~300",2024-04-22 15:30:00,"daytime"
2023,"04/14/2023 10:37:00 PM","BATTERY","STREET","5",41.692534384,-87.609913783,"(41.692534384, -87.609913783)",122.501914820034,"EXCALIBUR CLUB",41.692648793,-87.611377369,"Calumet","100~200",2024-04-22 22:37:00,"nighttime"
2023,"08/20/2023 09:30:00 AM","ASSAULT","SIDEWALK","3",41.761905806,-87.566433947,"(41.761905806, -87.566433947)",310.018929407831,"TROPICAL DEN",41.764325373,-87.564575194,"Grand Crossing","300~400",2024-04-22 09:30:00,"daytime"
2023,"05/14/2023 11:50:00 AM","CRIMINAL DAMAGE","STREET","3",41.769274814,-87.572713598,"(41.769274814, -87.572713598)",396.354613060062,"JEFFERY PUB",41.766818068,-87.576170828,"Grand Crossing","300~400",2024-04-22 11:50:00,"daytime"
2023,"05/10/2023 07:30:00 AM","CRIMINAL DAMAGE","STREET","2",41.837966725,-87.617100092,"(41.837966725, -87.617100092)",836.804868745181,"NEW GRAND TERRACE",41.831172304,-87.621452991,"Wentworth","500~1000",2024-04-22 07:30:00,"daytime"
2023,"04/25/2023 12:50:00 PM","BATTERY","STREET","1",41.884296292,-87.62302414,"(41.884296292, -87.62302414)",109.990390384544,"BAR MILLENIUM",41.884540111,-87.624308522,"Central","100~200",2024-04-22 12:50:00,"daytime"
2023,"05/28/2023 01:00:00 AM","CRIMINAL DAMAGE","STREET","2",41.808992183,-87.604361115,"(41.808992183, -87.604361115)",306.439909555352,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","300~400",2024-04-22 01:00:00,"nighttime"
2023,"06/24/2023 08:45:00 AM","BATTERY","SIDEWALK","4",41.728849624,-87.587958044,"(41.728849624, -87.587958044)",402.376253532229,"FAMILY DEN",41.732049135,-87.585689499,"South Chicago","400~500",2024-04-22 08:45:00,"daytime"
2023,"07/16/2023 08:48:00 PM","BATTERY","STREET","4",41.745217693,-87.59534304,"(41.745217693, -87.59534304)",701.70884342193,"LOOK IT OVER LOUNGE",41.7515355,-87.595348139,"South Chicago","500~1000",2024-04-22 20:48:00,"nighttime"
2023,"07/29/2023 01:30:00 PM","CRIMINAL DAMAGE","STREET","2",41.817211721,-87.614007749,"(41.817211721, -87.614007749)",144.214978003052,"HOME OF THE BLUES",41.816546114,-87.615498032,"Wentworth","100~200",2024-04-22 13:30:00,"daytime"
2023,"06/30/2023 02:50:00 PM","BATTERY","STREET","2",41.787043168,-87.617410514,"(41.787043168, -87.617410514)",385.907548239399,"CLUB JAMICA",41.783720321,-87.618766985,"Wentworth","300~400",2024-04-22 14:50:00,"daytime"
2023,"06/10/2023 01:30:00 AM","CRIMINAL DAMAGE","STREET","3",41.76535855,-87.60921358,"(41.76535855, -87.60921358)",89.6913275379027,"SPRAGG'S LOUNGE",41.765687612,-87.61019858,"Grand Crossing","80~100",2024-04-22 01:30:00,"nighttime"
2023,"07/31/2023 07:00:00 AM","CRIMINAL DAMAGE","STREET","2",41.804115965,-87.603121679,"(41.804115965, -87.603121679)",731.560159029521,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","500~1000",2024-04-22 07:00:00,"daytime"
2023,"07/27/2023 03:30:00 PM","CRIMINAL DAMAGE","STREET","4",41.700298467,-87.538911704,"(41.700298467, -87.538911704)",199.83718077644,"WHO CARES",41.700857301,-87.541193759,"South Chicago","100~200",2024-04-22 15:30:00,"daytime"
2023,"04/30/2023 01:30:00 AM","CRIMINAL DAMAGE","STREET","4",41.744564968,-87.558311283,"(41.744564968, -87.558311283)",240.624941865693,"DANIEL SIMPSON",41.744416832,-87.561197287,"South Chicago","200~300",2024-04-22 01:30:00,"nighttime"
2023,"04/22/2023 04:49:00 AM","ASSAULT","STREET","4",41.746034507,-87.585007313,"(41.746034507, -87.585007313)",857.980610328606,"NEW CELEBRITY LOUNGE INC",41.744456862,-87.574910022,"South Chicago","500~1000",2024-04-22 04:49:00,"nighttime"
2023,"08/17/2023 01:45:00 PM","BATTERY","STREET","3",41.764344342,-87.575359659,"(41.764344342, -87.575359659)",282.912229810139,"JEFFERY PUB",41.766818068,-87.576170828,"Grand Crossing","200~300",2024-04-22 13:45:00,"daytime"
2023,"07/05/2023 09:36:00 PM","CRIMINAL DAMAGE","STREET","4",41.732997771,-87.555475438,"(41.732997771, -87.555475438)",559.802256886593,"NORMAS PLACE",41.728071017,-87.556894801,"South Chicago","500~1000",2024-04-22 21:36:00,"nighttime"
2023,"07/12/2023 11:15:00 PM","BATTERY","STREET","5",41.682285713,-87.616709578,"(41.682285713, -87.616709578)",901.873848296399,"Doris 115 Club",41.68516465,-87.626837965,"Calumet","500~1000",2024-04-22 23:15:00,"nighttime"
2023,"08/28/2023 11:13:00 AM","BATTERY","STREET","3",41.765763563,-87.586317625,"(41.765763563, -87.586317625)",356.009949247173,"RED'S NEW GENERATION",41.768967019,-87.586463266,"Grand Crossing","300~400",2024-04-22 11:13:00,"daytime"
2023,"08/08/2023 06:00:00 PM","CRIMINAL DAMAGE","STREET","1",41.877706491,-87.631810657,"(41.877706491, -87.631810657)",100.353559963336,"THE OPTION ROOM",41.876813973,-87.631622662,"Central","100~200",2024-04-22 18:00:00,"daytime"
2023,"09/01/2023 06:40:00 AM","BATTERY","SIDEWALK","1",41.874050049,-87.627598768,"(41.874050049, -87.627598768)",140.972613968692,"GEORGE'S COCKTAIL LOUNGE",41.873426627,-87.626119569,"Central","100~200",2024-04-22 06:40:00,"daytime"
2023,"07/10/2023 07:00:00 PM","CRIMINAL DAMAGE","STREET","4",41.756298891,-87.561468638,"(41.756298891, -87.561468638)",555.003452859971,"LEISURE LIFE LOUNGE",41.751863534,-87.564542243,"South Chicago","500~1000",2024-04-22 19:00:00,"nighttime"
2023,"04/28/2023 07:00:00 PM","CRIMINAL DAMAGE","STREET","2",41.814118909,-87.619724575,"(41.814118909, -87.619724575)",381.286618240731,"EDWARDS PARTY LOUNGE",41.816850613,-87.616945459,"Wentworth","300~400",2024-04-22 19:00:00,"nighttime"
2023,"07/30/2023 05:07:00 PM","CRIMINAL DAMAGE","STREET","5",41.654458277,-87.607555331,"(41.654458277, -87.607555331)",424.524101860789,"PAUL STROMBECK",41.651314225,-87.610453477,"Calumet","400~500",2024-04-22 17:07:00,"daytime"
2023,"07/21/2023 02:14:00 AM","BATTERY","STREET","5",41.669899866,-87.634430155,"(41.669899866, -87.634430155)",592.452581731851,"MEMORY LANE",41.670394428,-87.64151373,"Calumet","500~1000",2024-04-22 02:14:00,"nighttime"
2023,"06/04/2023 06:30:00 PM","BATTERY","STREET","5",41.6853336,-87.621837751,"(41.6853336, -87.621837751)",416.729454894682,"Doris 115 Club",41.68516465,-87.626837965,"Calumet","400~500",2024-04-22 18:30:00,"nighttime"
2023,"04/22/2023 09:45:00 PM","ROBBERY","ALLEY","4",41.734759822,-87.57688002,"(41.734759822, -87.57688002)",738.239560852064,"THE NEW RAVENS PLACE",41.734381091,-87.585739296,"South Chicago","500~1000",2024-04-22 21:45:00,"nighttime"
2023,"08/03/2023 01:00:00 AM","ROBBERY","SIDEWALK","1",41.866722906,-87.625814328,"(41.866722906, -87.625814328)",25.7559256444069,"WABASH TAP",41.866520396,-87.625663198,"Central","20~40",2024-04-22 01:00:00,"nighttime"
2023,"07/31/2023 08:00:00 PM","CRIMINAL DAMAGE","STREET","1",41.854300404,-87.622820226,"(41.854300404, -87.622820226)",108.096607258013,"VELVET LOUNGE",41.85338324,-87.622384795,"Central","100~200",2024-04-22 20:00:00,"nighttime"
2023,"06/05/2023 07:44:00 PM","CRIMINAL DAMAGE","SIDEWALK","4",41.664672362,-87.556287407,"(41.664672362, -87.556287407)",623.582244665851,"BOGEY'S LTD",41.659082836,-87.556992565,"South Chicago","500~1000",2024-04-22 19:44:00,"nighttime"
2023,"06/07/2023 07:40:00 PM","BATTERY","STREET","3",41.763514115,-87.579309764,"(41.763514115, -87.579309764)",450.326465321119,"JEFFERY PUB",41.766818068,-87.576170828,"Grand Crossing","400~500",2024-04-22 19:40:00,"nighttime"
2023,"08/01/2023 04:30:00 PM","BATTERY","STREET","2",41.820982288,-87.601400234,"(41.820982288, -87.601400234)",1270.7369233132,"HOME OF THE BLUES",41.816546114,-87.615498032,"Wentworth","1000~1500",2024-04-22 16:30:00,"daytime"
2023,"07/15/2023 02:30:00 PM","BATTERY","STREET","3",41.775870339,-87.615518412,"(41.775870339, -87.615518412)",415.206940068367,"MICHELE'S LOUNGE",41.779608393,-87.615463462,"Grand Crossing","400~500",2024-04-22 14:30:00,"daytime"
2023,"04/12/2023 12:01:00 AM","BATTERY","SIDEWALK","1",41.863501348,-87.624065674,"(41.863501348, -87.624065674)",57.1243011513607,"SQUARE ONE LOUNGE",41.864001544,-87.624225729,"Central","40~60",2024-04-22 00:01:00,"nighttime"
2023,"04/23/2023 12:00:00 PM","CRIMINAL DAMAGE","SIDEWALK","4",41.757614119,-87.556281437,"(41.757614119, -87.556281437)",665.319394137233,"BERNICE'S TWILIGHT ZONE",41.752012386,-87.553447616,"South Chicago","500~1000",2024-04-22 12:00:00,"daytime"
2023,"08/25/2023 03:00:00 PM","CRIMINAL DAMAGE","STREET","5",41.677410742,-87.637079662,"(41.677410742, -87.637079662)",275.537504476641,"BIG CHIEF LOUNGE",41.677940978,-87.640312258,"Calumet","200~300",2024-04-22 15:00:00,"daytime"
2023,"08/07/2023 05:34:00 AM","ROBBERY","SIDEWALK","2",41.831181456,-87.615109929,"(41.831181456, -87.615109929)",526.915287351756,"NEW GRAND TERRACE",41.831172304,-87.621452991,"Wentworth","500~1000",2024-04-22 05:34:00,"nighttime"
2023,"09/04/2023 05:00:00 PM","BATTERY","STREET","5",41.660275352,-87.635317382,"(41.660275352, -87.635317382)",561.938447302326,"JACK'S LOUNGE",41.662677267,-87.641255514,"Calumet","500~1000",2024-04-22 17:00:00,"daytime"
2023,"07/03/2023 08:45:00 AM","CRIMINAL DAMAGE","SIDEWALK","1",41.884470703,-87.633102775,"(41.884470703, -87.633102775)",153.017009762701,"MONK'S PUB",41.885618495,-87.634122358,"Central","100~200",2024-04-22 08:45:00,"daytime"
2023,"04/26/2023 03:00:00 PM","ASSAULT","STREET","4",41.742095268,-87.564874263,"(41.742095268, -87.564874263)",400.048949425033,"DANIEL SIMPSON",41.744416832,-87.561197287,"South Chicago","400~500",2024-04-22 15:00:00,"daytime"
2023,"06/25/2023 12:00:00 AM","ASSAULT","STREET","4",41.75446251,-87.589695797,"(41.75446251, -87.589695797)",530.515158540075,"CLUB ESCAPE",41.758864314,-87.587219247,"South Chicago","500~1000",2024-04-22,"nighttime"
2023,"05/03/2023 11:30:00 PM","CRIMINAL DAMAGE","STREET","2",41.805115475,-87.618045611,"(41.805115475, -87.618045611)",413.299314805992,"TAC'S COCKTAIL LOUNGE",41.801566341,-87.61953994,"Wentworth","400~500",2024-04-22 23:30:00,"nighttime"
2023,"05/27/2023 08:40:00 PM","BATTERY","STREET","5",41.699372913,-87.615988943,"(41.699372913, -87.615988943)",439.763434298637,"MY FRIEND'S PLACE",41.697597206,-87.620710891,"Calumet","400~500",2024-04-22 20:40:00,"nighttime"
2023,"08/09/2023 11:35:00 PM","CRIMINAL DAMAGE","STREET","2",41.83433291,-87.617034193,"(41.83433291, -87.617034193)",507.904136907961,"NEW GRAND TERRACE",41.831172304,-87.621452991,"Wentworth","500~1000",2024-04-22 23:35:00,"nighttime"
2023,"04/30/2023 01:03:00 PM","ROBBERY","SIDEWALK","1",41.884162337,-87.624439467,"(41.884162337, -87.624439467)",43.3444952729795,"BAR MILLENIUM",41.884540111,-87.624308522,"Central","40~60",2024-04-22 13:03:00,"daytime"
2023,"05/30/2023 12:15:00 PM","BATTERY","STREET","2",41.790385341,-87.619115133,"(41.790385341, -87.619115133)",445.866211404758,"THE ODYSSEY 11 LOUNGE",41.7942922,-87.620347916,"Wentworth","400~500",2024-04-22 12:15:00,"daytime"
2023,"06/12/2023 12:36:00 PM","BATTERY","SIDEWALK","1",41.883049456,-87.63090025,"(41.883049456, -87.63090025)",144.984682048028,"TRATTORIA #10",41.882215698,-87.629556254,"Central","100~200",2024-04-22 12:36:00,"daytime"
2023,"05/01/2023 10:20:00 AM","ROBBERY","SIDEWALK","1",41.867851219,-87.640740759,"(41.867851219, -87.640740759)",135.02564336646,"BINNY'S",41.867951229,-87.642361632,"Central","100~200",2024-04-22 10:20:00,"daytime"
2023,"05/30/2023 09:13:00 PM","ASSAULT","STREET","5",41.672001547,-87.632097813,"(41.672001547, -87.632097813)",788.341002758521,"THE SPOT SOCIAL HOUR",41.671818178,-87.641561374,"Calumet","500~1000",2024-04-22 21:13:00,"nighttime"
2023,"05/16/2023 03:07:00 PM","CRIMINAL DAMAGE","STREET","2",41.814787174,-87.619067859,"(41.814787174, -87.619067859)",289.179630358404,"EDWARDS PARTY LOUNGE",41.816850613,-87.616945459,"Wentworth","200~300",2024-04-22 15:07:00,"daytime"
2023,"05/23/2023 02:06:00 PM","CRIMINAL DAMAGE","STREET","4",41.756623356,-87.55303151,"(41.756623356, -87.55303151)",513.30152906301,"BERNICE'S TWILIGHT ZONE",41.752012386,-87.553447616,"South Chicago","500~1000",2024-04-22 14:06:00,"daytime"
2023,"07/20/2023 02:00:00 AM","CRIMINAL DAMAGE","STREET","2",41.806985619,-87.613858066,"(41.806985619, -87.613858066)",264.414324102217,"JUKE JOYNT",41.80932375,-87.613259591,"Wentworth","200~300",2024-04-22 02:00:00,"nighttime"
2023,"05/30/2023 05:00:00 PM","CRIMINAL DAMAGE","STREET","5",41.657321922,-87.606022826,"(41.657321922, -87.606022826)",762.519322048249,"PAUL STROMBECK",41.651314225,-87.610453477,"Calumet","500~1000",2024-04-22 17:00:00,"daytime"
2023,"08/04/2023 06:30:00 PM","CRIMINAL DAMAGE","STREET","3",41.770566348,-87.582570415,"(41.770566348, -87.582570415)",369.224598042889,"RED'S NEW GENERATION",41.768967019,-87.586463266,"Grand Crossing","300~400",2024-04-22 18:30:00,"nighttime"
2023,"04/19/2023 01:59:00 PM","ROBBERY","STREET","4",41.738637367,-87.55995442,"(41.738637367, -87.55995442)",418.137885222568,"NEW PHILLIP LOUNGE",41.737321988,-87.564663946,"South Chicago","400~500",2024-04-22 13:59:00,"daytime"
2023,"06/22/2023 01:00:00 AM","BATTERY","STREET","3",41.780605612,-87.586882334,"(41.780605612, -87.586882334)",1100.27338676239,"UNIVERSITY OF CHICAGO CLOISTERS CLUB",41.787921484,-87.595806262,"Grand Crossing","1000~1500",2024-04-22 01:00:00,"nighttime"
2023,"09/05/2023 04:35:00 PM","CRIMINAL DAMAGE","STREET","4",41.732592467,-87.570750489,"(41.732592467, -87.570750489)",729.617365755761,"NEW PHILLIP LOUNGE",41.737321988,-87.564663946,"South Chicago","500~1000",2024-04-22 16:35:00,"daytime"
2023,"09/03/2023 06:00:00 PM","CRIMINAL DAMAGE","STREET","1",41.861795213,-87.622417878,"(41.861795213, -87.622417878)",170.550456151691,"VICE DISTRICT TAPROOM",41.862573237,-87.62418878,"Central","100~200",2024-04-22 18:00:00,"daytime"
2023,"04/28/2023 05:15:00 AM","ROBBERY","STREET","4",41.734370064,-87.576869938,"(41.734370064, -87.576869938)",737.88216522496,"THE NEW RAVENS PLACE",41.734381091,-87.585739296,"South Chicago","500~1000",2024-04-22 05:15:00,"nighttime"
2023,"06/19/2023 11:00:00 PM","BATTERY","SIDEWALK","2",41.805440779,-87.60647736,"(41.805440779, -87.60647736)",480.373708387851,"LEON'S 722 LOUNGE",41.809622828,-87.607951193,"Wentworth","400~500",2024-04-22 23:00:00,"nighttime"
